img_name,img_type1,img_type2,evolution,name_clean,name,pokedex_number,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,base_total,generation,is_legendary,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,capture_rate,base_egg_steps,height_m,weight_kg,classfication,abilities,final_type1,final_type2
froslass,Ice,Ghost,,froslass,Froslass,478.0,ice,ghost,70.0,80.0,70.0,80.0,70.0,110.0,480.0,4.0,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0,75,5120.0,1.3,26.6,Snow Land Pokémon,"['Snow Cloak', 'Cursed Body']",ice,ghost
rotom,Electric,Ghost,,rotom,Rotom,479.0,electric,ghost,50.0,65.0,107.0,105.0,107.0,86.0,520.0,4.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,45,5120.0,0.3,0.3,Plasma Pokémon,['Levitate'],electric,ghost
uxie,Psychic,,,uxie,Uxie,480.0,psychic,,75.0,75.0,130.0,75.0,130.0,95.0,580.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3,20480.0,0.3,0.3,Knowledge Pokémon,['Levitate'],psychic,
mesprit,Psychic,,,mesprit,Mesprit,481.0,psychic,,80.0,105.0,105.0,105.0,105.0,80.0,580.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3,20480.0,0.3,0.3,Emotion Pokémon,['Levitate'],psychic,
azelf,Psychic,,,azelf,Azelf,482.0,psychic,,75.0,125.0,70.0,125.0,70.0,115.0,580.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3,20480.0,0.3,0.3,Willpower Pokémon,['Levitate'],psychic,
dialga,Steel,Dragon,,dialga,Dialga,483.0,steel,dragon,100.0,120.0,120.0,150.0,100.0,90.0,680.0,4.0,1.0,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,3,30720.0,5.4,683.0,Temporal Pokémon,"['Pressure', 'Telepathy']",steel,dragon
palkia,Water,Dragon,,palkia,Palkia,484.0,water,dragon,90.0,120.0,100.0,150.0,120.0,100.0,680.0,4.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,3,30720.0,4.2,336.0,Spatial Pokémon,"['Pressure', 'Telepathy']",water,dragon
heatran,Fire,Steel,,heatran,Heatran,485.0,fire,steel,91.0,90.0,106.0,130.0,106.0,77.0,600.0,4.0,1.0,1.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25,3,2560.0,1.7,430.0,Lava Dome Pokémon,"['Flash Fire', 'Flame Body']",fire,steel
regigigas,Normal,,,regigigas,Regigigas,486.0,normal,,110.0,160.0,110.0,80.0,110.0,100.0,670.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3,30720.0,3.7,420.0,Colossal Pokémon,['Slow Start'],normal,
giratina-altered,Ghost,Dragon,,giratina-altered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghost,
cresselia,Psychic,,,cresselia,Cresselia,488.0,psychic,,120.0,70.0,120.0,75.0,130.0,85.0,600.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3,30720.0,1.5,85.6,Lunar Pokémon,['Levitate'],psychic,
phione,Water,,,phione,Phione,489.0,water,,80.0,80.0,80.0,80.0,80.0,80.0,480.0,4.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,30,10240.0,0.4,3.1,Sea Drifter Pokémon,['Hydration'],water,
manaphy,Water,,,manaphy,Manaphy,490.0,water,,100.0,100.0,100.0,100.0,100.0,100.0,600.0,4.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3,2560.0,0.3,1.4,Seafaring Pokémon,['Hydration'],water,
darkrai,Dark,,,darkrai,Darkrai,491.0,dark,,70.0,90.0,90.0,135.0,90.0,125.0,600.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,3,30720.0,1.5,50.5,Pitch-Black Pokémon,['Bad Dreams'],dark,
shaymin-land,Grass,,,shaymin-land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grass,
arceus,Normal,,,arceus,Arceus,493.0,normal,,120.0,120.0,120.0,120.0,120.0,120.0,720.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3,30720.0,3.2,320.0,Alpha Pokémon,['Multitype'],normal,
victini,Psychic,Fire,,victini,Victini,494.0,psychic,fire,100.0,100.0,100.0,100.0,100.0,100.0,600.0,5.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,3,30720.0,0.4,4.0,Victory Pokémon,['Victory Star'],psychic,fire
snivy,Grass,,,snivy,Snivy,495.0,grass,,45.0,45.0,55.0,45.0,55.0,63.0,308.0,5.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,45,5120.0,0.6,8.1,Grass Snake Pokémon,"['Overgrow', 'Contrary']",grass,
servine,Grass,,,servine,Servine,496.0,grass,,60.0,60.0,75.0,60.0,75.0,83.0,413.0,5.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,45,5120.0,0.8,16.0,Grass Snake Pokémon,"['Overgrow', 'Contrary']",grass,
serperior,Grass,,,serperior,Serperior,497.0,grass,,75.0,75.0,95.0,75.0,95.0,113.0,528.0,5.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,45,5120.0,3.3,63.0,Regal Pokémon,"['Overgrow', 'Contrary']",grass,
tepig,Fire,,,tepig,Tepig,498.0,fire,,65.0,63.0,45.0,45.0,45.0,45.0,308.0,5.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,45,5120.0,0.5,9.9,Fire Pig Pokémon,"['Blaze', 'Thick Fat']",fire,
pignite,Fire,Fighting,,pignite,Pignite,499.0,fire,fighting,90.0,93.0,55.0,70.0,55.0,55.0,418.0,5.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,45,5120.0,1.0,55.5,Fire Pig Pokémon,"['Blaze', 'Thick Fat']",fire,fighting
emboar,Fire,Fighting,,emboar,Emboar,500.0,fire,fighting,110.0,123.0,65.0,100.0,65.0,65.0,528.0,5.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,45,5120.0,1.6,150.0,Mega Fire Pig Pokémon,"['Blaze', 'Reckless']",fire,fighting
oshawott,Water,,,oshawott,Oshawott,501.0,water,,55.0,55.0,45.0,63.0,45.0,45.0,308.0,5.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,5120.0,0.5,5.9,Sea Otter Pokémon,"['Torrent', 'Shell Armor']",water,
dewott,Water,,,dewott,Dewott,502.0,water,,75.0,75.0,60.0,83.0,60.0,60.0,413.0,5.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,5120.0,0.8,24.5,Discipline Pokémon,"['Torrent', 'Shell Armor']",water,
samurott,Water,,,samurott,Samurott,503.0,water,,95.0,100.0,85.0,108.0,70.0,70.0,528.0,5.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,5120.0,1.5,94.6,Formidable Pokémon,"['Torrent', 'Shell Armor']",water,
patrat,Normal,,,patrat,Patrat,504.0,normal,,45.0,55.0,39.0,35.0,39.0,42.0,255.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,255,3840.0,0.5,11.6,Scout Pokémon,"['Run Away', 'Keen Eye', 'Analytic']",normal,
watchog,Normal,,,watchog,Watchog,505.0,normal,,60.0,85.0,69.0,60.0,69.0,77.0,420.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,255,5120.0,1.1,27.0,Lookout Pokémon,"['Illuminate', 'Keen Eye', 'Analytic']",normal,
lillipup,Normal,,,lillipup,Lillipup,506.0,normal,,45.0,60.0,45.0,25.0,45.0,55.0,275.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,255,3840.0,0.4,4.1,Puppy Pokémon,"['Vital Spirit', 'Pickup', 'Run Away']",normal,
herdier,Normal,,,herdier,Herdier,507.0,normal,,65.0,80.0,65.0,35.0,65.0,60.0,370.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,120,3840.0,0.9,14.7,Loyal Dog Pokémon,"['Intimidate', 'Sand Rush', 'Scrappy']",normal,
stoutland,Normal,,,stoutland,Stoutland,508.0,normal,,85.0,110.0,90.0,45.0,90.0,80.0,500.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,45,3840.0,1.2,61.0,Big-Hearted Pokémon,"['Intimidate', 'Sand Rush', 'Scrappy']",normal,
purrloin,Dark,,,purrloin,Purrloin,509.0,dark,,41.0,50.0,37.0,50.0,37.0,66.0,281.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,255,5120.0,0.4,10.1,Devious Pokémon,"['Limber', 'Unburden', 'Prankster']",dark,
liepard,Dark,,,liepard,Liepard,510.0,dark,,64.0,88.0,50.0,88.0,50.0,106.0,446.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,90,5120.0,1.1,37.5,Cruel Pokémon,"['Limber', 'Unburden', 'Prankster']",dark,
pansage,Grass,,,pansage,Pansage,511.0,grass,,50.0,53.0,48.0,53.0,48.0,64.0,316.0,5.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,190,5120.0,0.6,10.5,Grass Monkey Pokémon,"['Gluttony', 'Overgrow']",grass,
simisage,Grass,,,simisage,Simisage,512.0,grass,,75.0,98.0,63.0,98.0,63.0,101.0,498.0,5.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,75,5120.0,1.1,30.5,Thorn Monkey Pokémon,"['Gluttony', 'Overgrow']",grass,
pansear,Fire,,,pansear,Pansear,513.0,fire,,50.0,53.0,48.0,53.0,48.0,64.0,316.0,5.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,190,5120.0,0.6,11.0,High Temp Pokémon,"['Gluttony', 'Blaze']",fire,
simisear,Fire,,,simisear,Simisear,514.0,fire,,75.0,98.0,63.0,98.0,63.0,101.0,498.0,5.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,75,5120.0,1.0,28.0,Ember Pokémon,"['Gluttony', 'Blaze']",fire,
panpour,Water,,,panpour,Panpour,515.0,water,,50.0,53.0,48.0,53.0,48.0,64.0,316.0,5.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,190,5120.0,0.6,13.5,Spray Pokémon,"['Gluttony', 'Torrent']",water,
simipour,Water,,,simipour,Simipour,516.0,water,,75.0,98.0,63.0,98.0,63.0,101.0,498.0,5.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,5120.0,1.0,29.0,Geyser Pokémon,"['Gluttony', 'Torrent']",water,
munna,Psychic,,,munna,Munna,517.0,psychic,,76.0,25.0,45.0,67.0,55.0,24.0,292.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,190,2560.0,0.6,23.3,Dream Eater Pokémon,"['Forewarn', 'Synchronize', 'Telepathy']",psychic,
musharna,Psychic,,,musharna,Musharna,518.0,psychic,,116.0,55.0,85.0,107.0,95.0,29.0,487.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,75,2560.0,1.1,60.5,Drowsing Pokémon,"['Forewarn', 'Synchronize', 'Telepathy']",psychic,
pidove,Normal,Flying,,pidove,Pidove,519.0,normal,flying,50.0,55.0,50.0,36.0,30.0,43.0,264.0,5.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,255,3840.0,0.3,2.1,Tiny Pigeon Pokémon,"['Big Pecks', 'Super Luck', 'Rivalry']",normal,flying
tranquill,Normal,Flying,,tranquill,Tranquill,520.0,normal,flying,62.0,77.0,62.0,50.0,42.0,65.0,358.0,5.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,120,3840.0,0.6,15.0,Wild Pigeon Pokémon,"['Big Pecks', 'Super Luck', 'Rivalry']",normal,flying
unfezant,Normal,Flying,,unfezant,Unfezant,521.0,normal,flying,80.0,115.0,80.0,65.0,55.0,93.0,488.0,5.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,45,3840.0,1.2,29.0,Proud Pokémon,"['Big Pecks', 'Super Luck', 'Rivalry']",normal,flying
blitzle,Electric,,,blitzle,Blitzle,522.0,electric,,45.0,60.0,32.0,50.0,32.0,76.0,295.0,5.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,190,5120.0,0.8,29.8,Electrified Pokémon,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",electric,
zebstrika,Electric,,,zebstrika,Zebstrika,523.0,electric,,75.0,100.0,63.0,80.0,63.0,116.0,497.0,5.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,5120.0,1.6,79.5,Thunderbolt Pokémon,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",electric,
roggenrola,Rock,,,roggenrola,Roggenrola,524.0,rock,,55.0,75.0,85.0,25.0,25.0,15.0,280.0,5.0,0.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,255,3840.0,0.4,18.0,Mantle Pokémon,"['Sturdy', 'Weak Armor', 'Sand Force']",rock,
boldore,Rock,,,boldore,Boldore,525.0,rock,,70.0,105.0,105.0,50.0,40.0,20.0,390.0,5.0,0.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,120,3840.0,0.9,102.0,Ore Pokémon,"['Sturdy', 'Weak Armor', 'Sand Force']",rock,
gigalith,Rock,,,gigalith,Gigalith,526.0,rock,,85.0,135.0,130.0,60.0,80.0,25.0,515.0,5.0,0.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,45,3840.0,1.7,260.0,Compressed Pokémon,"['Sturdy', 'Sand Stream', 'Sand Force']",rock,
woobat,Psychic,Flying,,woobat,Woobat,527.0,psychic,flying,65.0,45.0,43.0,55.0,43.0,72.0,323.0,5.0,0.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,190,3840.0,0.4,2.1,Bat Pokémon,"['Unaware', 'Klutz', 'Simple']",psychic,flying
swoobat,Psychic,Flying,,swoobat,Swoobat,528.0,psychic,flying,67.0,57.0,55.0,77.0,55.0,114.0,425.0,5.0,0.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,45,3840.0,0.9,10.5,Courting Pokémon,"['Unaware', 'Klutz', 'Simple']",psychic,flying
drilbur,Ground,,,drilbur,Drilbur,529.0,ground,,60.0,85.0,40.0,30.0,45.0,68.0,328.0,5.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,120,5120.0,0.3,8.5,Mole Pokémon,"['Sand Rush', 'Sand Force', 'Mold Breaker']",ground,
excadrill,Ground,Steel,,excadrill,Excadrill,530.0,ground,steel,110.0,135.0,60.0,50.0,65.0,88.0,508.0,5.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,60,5120.0,0.7,40.4,Subterrene Pokémon,"['Sand Rush', 'Sand Force', 'Mold Breaker']",ground,steel
audino,Normal,,,audino,Audino,531.0,normal,,103.0,60.0,126.0,80.0,126.0,50.0,545.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,255,5120.0,1.1,31.0,Hearing Pokémon,"['Healer', 'Regenerator', 'Klutz']",normal,
timburr,Fighting,,,timburr,Timburr,532.0,fighting,,75.0,80.0,55.0,25.0,35.0,35.0,305.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,180,5120.0,0.6,12.5,Muscular Pokémon,"['Guts', 'Sheer Force', 'Iron Fist']",fighting,
gurdurr,Fighting,,,gurdurr,Gurdurr,533.0,fighting,,85.0,105.0,85.0,40.0,50.0,40.0,405.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,90,5120.0,1.2,40.0,Muscular Pokémon,"['Guts', 'Sheer Force', 'Iron Fist']",fighting,
conkeldurr,Fighting,,,conkeldurr,Conkeldurr,534.0,fighting,,105.0,140.0,95.0,55.0,65.0,45.0,505.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,45,5120.0,1.4,87.0,Muscular Pokémon,"['Guts', 'Sheer Force', 'Iron Fist']",fighting,
tympole,Water,,,tympole,Tympole,535.0,water,,50.0,50.0,40.0,50.0,40.0,64.0,294.0,5.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,255,5120.0,0.5,4.5,Tadpole Pokémon,"['Swift Swim', 'Hydration', 'Water Absorb']",water,
palpitoad,Water,Ground,,palpitoad,Palpitoad,536.0,water,ground,75.0,65.0,55.0,65.0,55.0,69.0,384.0,5.0,0.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,120,5120.0,0.8,17.0,Vibration Pokémon,"['Swift Swim', 'Hydration', 'Water Absorb']",water,ground
seismitoad,Water,Ground,,seismitoad,Seismitoad,537.0,water,ground,105.0,95.0,75.0,85.0,75.0,74.0,509.0,5.0,0.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,45,5120.0,1.5,62.0,Vibration Pokémon,"['Swift Swim', 'Poison Touch', 'Water Absorb']",water,ground
throh,Fighting,,,throh,Throh,538.0,fighting,,120.0,100.0,85.0,30.0,85.0,45.0,465.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,45,5120.0,1.3,55.5,Judo Pokémon,"['Guts', 'Inner Focus', 'Mold Breaker']",fighting,
sawk,Fighting,,,sawk,Sawk,539.0,fighting,,75.0,125.0,75.0,30.0,75.0,85.0,465.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,45,5120.0,1.4,51.0,Karate Pokémon,"['Sturdy', 'Inner Focus', 'Mold Breaker']",fighting,
sewaddle,Bug,Grass,,sewaddle,Sewaddle,540.0,bug,grass,45.0,53.0,70.0,40.0,60.0,42.0,310.0,5.0,0.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,255,3840.0,0.3,2.5,Sewing Pokémon,"['Swarm', 'Chlorophyll', 'Overcoat']",bug,grass
swadloon,Bug,Grass,,swadloon,Swadloon,541.0,bug,grass,55.0,63.0,90.0,50.0,80.0,42.0,380.0,5.0,0.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,120,3840.0,0.5,7.3,Leaf-Wrapped Pokémon,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",bug,grass
leavanny,Bug,Grass,,leavanny,Leavanny,542.0,bug,grass,75.0,103.0,80.0,70.0,80.0,92.0,500.0,5.0,0.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,45,3840.0,1.2,20.5,Nurturing Pokémon,"['Swarm', 'Chlorophyll', 'Overcoat']",bug,grass
venipede,Bug,Poison,,venipede,Venipede,543.0,bug,poison,30.0,45.0,59.0,30.0,39.0,57.0,260.0,5.0,0.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,255,3840.0,0.4,5.3,Centipede Pokémon,"['Poison Point', 'Swarm', 'Speed Boost']",bug,poison
whirlipede,Bug,Poison,,whirlipede,Whirlipede,544.0,bug,poison,40.0,55.0,99.0,40.0,79.0,47.0,360.0,5.0,0.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,120,3840.0,1.2,58.5,Curlipede Pokémon,"['Poison Point', 'Swarm', 'Speed Boost']",bug,poison
scolipede,Bug,Poison,,scolipede,Scolipede,545.0,bug,poison,60.0,100.0,89.0,55.0,69.0,112.0,485.0,5.0,0.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,45,5120.0,2.5,200.5,Megapede Pokémon,"['Poison Point', 'Swarm', 'Speed Boost']",bug,poison
cottonee,Grass,Fairy,,cottonee,Cottonee,546.0,grass,fairy,40.0,27.0,60.0,37.0,50.0,66.0,280.0,5.0,0.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,190,5120.0,0.3,0.6,Cotton Puff Pokémon,"['Prankster', 'Infiltrator', 'Chlorophyll']",grass,fairy
whimsicott,Grass,Fairy,,whimsicott,Whimsicott,547.0,grass,fairy,60.0,67.0,85.0,77.0,75.0,116.0,480.0,5.0,0.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,75,5120.0,0.7,6.6,Windveiled Pokémon,"['Prankster', 'Infiltrator', 'Chlorophyll']",grass,fairy
petilil,Grass,,,petilil,Petilil,548.0,grass,,45.0,35.0,50.0,70.0,50.0,30.0,280.0,5.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,190,5120.0,0.5,6.6,Bulb Pokémon,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",grass,
lilligant,Grass,,,lilligant,Lilligant,549.0,grass,,70.0,60.0,75.0,110.0,75.0,90.0,480.0,5.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,75,5120.0,1.1,16.3,Flowering Pokémon,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",grass,
basculin-red-striped,Water,,,basculin-red-striped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,
sandile,Ground,Dark,,sandile,Sandile,551.0,ground,dark,50.0,72.0,35.0,35.0,35.0,65.0,292.0,5.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,180,5120.0,0.7,15.2,Desert Croc Pokémon,"['Intimidate', 'Moxie', 'Anger Point']",ground,dark
krokorok,Ground,Dark,,krokorok,Krokorok,552.0,ground,dark,60.0,82.0,45.0,45.0,45.0,74.0,351.0,5.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,90,5120.0,1.0,33.4,Desert Croc Pokémon,"['Intimidate', 'Moxie', 'Anger Point']",ground,dark
krookodile,Ground,Dark,,krookodile,Krookodile,553.0,ground,dark,95.0,117.0,80.0,65.0,70.0,92.0,519.0,5.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,45,5120.0,1.5,96.3,Intimidation Pokémon,"['Intimidate', 'Moxie', 'Anger Point']",ground,dark
